Tweet,Label 
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
"I see that #notmygovernment is trending.

It actually is your government. Much as you fascists and corbynista bully boys would want otherwise, this is a democracy and you lost.
Like badly.
Really badly.

What is it with Corbyn's kids and the basic rules of our society?",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
#notmygovernment Corbyn spotted going to pick up his P45 this morning. ?? https://t.co/ydaJSb4tN7,0
"Corbyn still did better than Miliband in 2015, and he didn't have to contend with Brexit. So lefty Labour is still better placed than centrist Labour, for sure...

2?0?1?5?
?? 9,347,273 (30.4%)

2?0?1?9?
?? 10,292,354 (32.3%)*

#ElectionResults2019
#NotMyGovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
took this picture on wednesday. knew I’d get to use it today. me @ britain. #notmygovernment https://t.co/o0AHqid3Ua,0
This country has gone to absolute shit. Fuck Brexit. Fuck the conservatives. Fuck anyone who voted for the conservatives. Fuck boris Johnson. And especially fuck David Cameron. #notmygovernment,0
It’s quite astonishing how the Tories have somehow managed to portray themselves as the anti-racist party in this campaign. #notmygovernment,0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,0
boris johnson is #NotMyPrimeMinister. he will never be my prime minister. the conservative party is #notmygovernment. we can’t take another 5 yesrs of this. you should be fucking ashamed of yourselves.,0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,0
"This form should be compulsory.
#notmygovernment https://t.co/rxBYGve70g",1
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",0
"for the love of god, surely we are better than this #notmygovernment https://t.co/Dqa5ZWHKST",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
took this picture on wednesday. knew I’d get to use it today. me @ britain. #notmygovernment https://t.co/o0AHqid3Ua,0
On a positive note we in Wandsworth now have four fantastic Labour MP's and they're all women ???????????????? #notmygovernment https://t.co/YRJ5FxZHGi,0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"So very pleased that Labour is #notmygovernment
Also tired of hearing the rhetoric that conservatives only make the rich richer. Under Labour 6,330 council houses constructed from 1998 to 2010. 17,710 in 1990 alone - Thatchers final year as PM.",0
"Imagine voting for a man who calls gay men ‘bum boys’ and Muslims ‘letter boxes’. Imagine just ignoring his homophobia and racism and saying fuck it I’ll vote for him anyway, I’m disgusted.  #notmygovernment",0
"#notmygovernment
Expect this in the next 5 years.

No deal
Health insurance
Recession 
Human rights slashed
Workers rights gone
Judiciary obliterated
Crime soaring
Public services fucked
Tax evasion legalised
Preventable deaths
Homelessness doubled
Tennant's rights fucked

1/2",0
"I don't know about the rest of you, but this certainly sums up how I'm feeling right now.

#GeneralElection #GeneralElection2019 #GE2019 #NotMyGovernment https://t.co/k57tlyjvuv",0
took this picture on wednesday. knew I’d get to use it today. me @ britain. #notmygovernment https://t.co/o0AHqid3Ua,0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
"good to know racism is more important than free healthcare to the brits,, y'all really fucked up on this one #notmygovernment",0
"#FridayFeeling: Why did I fight tooth and nail to get my German citizenship on time, so I could keep my British citizenship?

I won't be going back to live there for at least five years now.

I'm so sorry to all EU and UK citizens in the UK.

#NotMyPM #notmygovernment #notjustsad",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"To anyone who voted #Conservatives, I hope that your sovereignty tastes sweeter than the meals millions of families can’t afford to put on their tables. And I hope the price you paid for brexit is better than the price you’ll pay for medicine and treatment. #notmygovernment",0
I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,0
"It should be obvious to everyone now that’s it’s not just the rich 1% that vote Tory, but friends, family and colleagues - having said that if you voted Tory you’re staying realllll quiet, at least have the balls to be loud about who and what you voted for #notmygovernment",0
"Corbyn still did better than Miliband in 2015, and he didn't have to contend with Brexit. So lefty Labour is still better placed than centrist Labour, for sure...

2?0?1?5?
?? 9,347,273 (30.4%)

2?0?1?9?
?? 10,292,354 (32.3%)*

#ElectionResults2019
#NotMyGovernment",0
"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",0
"God bless Boris, let him paddle the problem he instituted?? #notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"#notmygovernment is trending. The same people, saying the same shit that got this government into power. I can't deal with this level of dumb. It's incurable. Terminal stupid. It was amusing for a while but now I'm like: ""how is it even possible for these people to not realise?""",0
now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"If this doesn't tell you what you needed to know then idk what will

#notmygovernment https://t.co/N9reYbwpE9",0
"#notmygovernment
Expect this in the next 5 years.

No deal
Health insurance
Recession 
Human rights slashed
Workers rights gone
Judiciary obliterated
Crime soaring
Public services fucked
Tax evasion legalised
Preventable deaths
Homelessness doubled
Tennant's rights fucked

1/2",0
so you all want someone who says shit like this running the country? #notmygovernment https://t.co/gKEe9e4Nyq,0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"stressed enough being diagnosed with severe scoliosis this year &amp; waiting for scans for causes, now i have to stress about possibly not being able to afford treatments and appts to monitor it?? Already waited 11 months for a hospital appt how can it get any worse #notmygovernment",0
"honestly fecking heartbroken, nice one you fecking boomber tories good luck receiving care when you pop your clogs cause their won’t be a nhs or nurses to help #notmygovernment https://t.co/myWXENHBJM",0
"As #gamers and #movie fans, we are used to this feeling - but today is our ""Empire Strikes Back"" and that is never how the story really ends. 

#RegroupReflectResist
#notmygovernment
#FridayThe13th
Working on my #FridayFeeling",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
#notmygovernment conservative voters you are paying for my NHS bills i don’t care,0
"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",0
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
"stressed enough being diagnosed with severe scoliosis this year &amp; waiting for scans for causes, now i have to stress about possibly not being able to afford treatments and appts to monitor it?? Already waited 11 months for a hospital appt how can it get any worse #notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"This nation has just shown itself. You put your personal dislike for one man above the needs of thousands of people. I work for public services but have no intention of upholding the ideas these people will surely implement. Get ready for the fight friends

#notmygovernment",0
America can impeach the President... can we do the same??? Someone please tell me it’s a thing  #notmygovernment,0
"They're calling themselves ""The People's Government"". They make me feel sick. 

#notmygovernment",0
now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,0
#notmygovernment Moo moo moo moo moo moo moo moo moo moo moo moo moo. #mooCow,0
"People choosing this way feels like a betrayal, a sense that I will always be a foreigner in my own country. Even more so now.

But small steps of kindness can make our communities better. See difference as opportunity. Donate to foodbanks.  Build bridges.

#notmygovernment",0
"Corbyn still did better than Miliband in 2015, and he didn't have to contend with Brexit. So lefty Labour is still better placed than centrist Labour, for sure...

2?0?1?5?
?? 9,347,273 (30.4%)

2?0?1?9?
?? 10,292,354 (32.3%)*

#ElectionResults2019
#NotMyGovernment",0
"They're calling themselves ""The People's Government"". They make me feel sick. 

#notmygovernment",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
btw i’m not surprised that every Torie voter on my facebook either has something to do with rangers or the orange lodged on their profile. This was fuck all to do with independence you absolute scum #notmygovernment,0
I fully believe that this is #NotMyGovernment I cant believe people have willingly put the NHS and our human rights on the table,0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,0
#notmygovernment Hospital waiting times at worst-ever level https://t.co/3nYWaPUCz5,0
took this picture on wednesday. knew I’d get to use it today. me @ britain. #notmygovernment https://t.co/o0AHqid3Ua,0
"Congratulations to all you torys for DESTROYING the U.K, I hope you all get every bit of what's coming to you, this is #NotMyPrimeMinister #notmygovernment ??",0
Do you think there should be a people’s vote on the election result?#notmygovernment,0
Which are the nice Countries I can go and live in and leave this disgusting mob of sickos behind? #notmygovernment,0
What an absolute EMBARRASSMENT it is to be a part of the UK where the majority of people are so brainwashed by such a horrible disgusting human being and voluntarily have him elected as PM. Scotland needs out of this complete shit show NOW #notmygovernment,0
"Corbyn still did better than Miliband in 2015, and he didn't have to contend with Brexit. So lefty Labour is still better placed than centrist Labour, for sure...

2?0?1?5?
?? 9,347,273 (30.4%)

2?0?1?9?
?? 10,292,354 (32.3%)*

#ElectionResults2019
#NotMyGovernment",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"We have a melee of sewerage this morning
#notmygovernment",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"I see that #notmygovernment is trending.

It actually is your government. Much as you fascists and corbynista bully boys would want otherwise, this is a democracy and you lost.
Like badly.
Really badly.

What is it with Corbyn's kids and the basic rules of our society?",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
You voted my future away so Amazon could horde more wealth. We don’t have time for this. #climatecrisis #notmygovernment,0
#notmygovernment get over yourselves you fucking snowflakes,0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"Genuinely sad this morning. 
Woke up to a country where a coward has taken over.
I woke up to the same rubbish in my local area, the MP representing us is anti LGBTQI, anti poor, anti new opportunity. 
I woke up with no hope for the future. 
#notmygovernment",0
i don’t trust the majority. y’all are happily destroying stability &amp; hope through ignorance. good luck with Brexit you fools. #notmygovernment #NotMyPM,0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
so you all want someone who says shit like this running the country? #notmygovernment https://t.co/gKEe9e4Nyq,0
"it’s rigged????
Multiple footages of people rubbing out votes and re writing them have been released pffttt. Please always vote with a pen ??#notmygovernment",0
Despair. At least voters in Scotland and N.Ireland bucked the trend. #notmygovernment https://t.co/nS5TDxrbLO,0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"#notmygovernment 
Page 48 when this gets implemented as part of the Tory manifesto and your powerless to do anything about it just remember where you put your X",0
took this picture on wednesday. knew I’d get to use it today. me @ britain. #notmygovernment https://t.co/o0AHqid3Ua,0
it’s NOT Corbyn fault. Corbyn isn’t the problem.  Maybe certain fractions within the Labour Party should have supported him more and stopped backstabbing. If Labours own party can’t be seen support itself....well ??#notmygovernment #GenralElection2019 #CORBYNRESIGN,0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"Jeremy Cobryn is not to blame, but the general public voters are to blame for not being intelligent enough to do their research and voted for a joker. 
Even when Jeremy exposed the truth about Boris's plans on privatisating the NHS. 

#CORBYNRESIGN #notmygovernment",0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"3 headlines on the BBC today under Health, Education and Business (Car Industry). You voted Tory, you voted for 5 more years of a drowning NHS, a failing school system and the continued ruin of the environment. I hope you're proud of yourselves. #FuckTheTories #NotMyGovernment https://t.co/5OIYjwZXSq",0
"To the English working class Tory voters who showed their true racist &amp; xenophobic colours yesterday. May your suffering be long and painful, you are officially despised! #UKElection #notmygovernment #UKelection2019 #IVotedLabour",0
now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,0
"So many losers on this hashtag #notmygovernment all claiming they're leaving the country, if they'd have done it earlier we could have saved Thomas Cook ?? #GE19 #BorisJohnson",0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"This ?? isn't really Democracy, is it?

The Leave/Remain share of the vote is as follows:

??Leave 47%

??Remain 53%

Now look at this. Open it up and look at ""votes per seat"" in the last column.

#NotMyGovernment
#NotReallyDemocracyIsIt https://t.co/xelg1sMjSk",0
"All the working class ‘Get Brexit Done’ brigade... when ALL our precious services are fucked, when the NHS is gone.... you get right to the fucking back of EVERY queue! You suffer in silence because you voted for your own demise you utter morons! 
#notmygovernment #NotMyPM",1
"I really don't want to live in Boris Johnson's shitty post brexit paradise: a dysfunctional island of hate drifting away from Europe and closer to the full throttle disaster capitalism of Trump's America.

#notmygovernment 
#GeneralElection2019",0
"This really says a lot @jeremycorbyn, the future is red. #notmygovernment https://t.co/a0cWNOblKl",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"2019 vs 2017. No matter how much we educate our youth and spread positive propaganda, the traditional mentality of these Tory racist brainwashers will never change. Evil always wins. Such a shame, really thought we had it in the bag this time #notmygovernment #notmyPM https://t.co/dDw4El6cUs",0
At 18 years old I am fucking TERRIFIED of my future in this country because most people don’t give a fuck about our NHS. #notmygovernment,0
This hashtag is great because everyone is blaming the guy who won while ignoring the reasons they lost #notmygovernment,0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
Don't know what the #notmygovernment lefties are worried about. The Tory manifesto is the most left-wing I've seen. They ain't no conservatives. Britain has never known a right-wing government even the vilified 'Fatcha' kept the NHS in place. How far left do you need to be??,0
"Oh, my poor country, what have you done? #NotMyPrimeMinister #NotMyGovernment",0
"Can you all stop crying already or your going to cause floods!! 
Yes this is your Government it was voted for in a democratic election and got a massive mandate from the electorate to govern that's how it works!

#CryMeARiver #notmygovernment #BorisTheLegend #GE19",0
"I will have to become an adult in a time where the government in charge will not give a shit about people my age. I hope if you voted Conservative you know what you've done to millions of people my age.
#GeneralElection2019 #notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"Got to hand it to Boris, he’s wasted no time. In his speech he got straight down to repeating the same old lies and false promises that got him elected. Let’s see what happens when people look for delivery.... #notmygovernment",0
"I am genuinely devastated and concerned for disabled people like me &amp; others, the NHS and the future under a government that kills thousands. #notmygovernment",0
"stressed enough being diagnosed with severe scoliosis this year &amp; waiting for scans for causes, now i have to stress about possibly not being able to afford treatments and appts to monitor it?? Already waited 11 months for a hospital appt how can it get any worse #notmygovernment",0
"I’ve had less than 2 hours sleep but still ecstatic about last night.

I need to say: if you think Britain is racist when they just voted overwhelmingly *against* a racist party, you’re an idiot &amp; you should not be here.

Get out. Just GO.

#notmygovernment",0
A friend of mine posted this and I couldn’t agree more. #notmygovernment #NotMyPrimeMinister ?? https://t.co/TscrttkMGp,0
"Feeling a deep sense of hurt and anger this morning. The lack of care and compassion for the most vulnerable in our society, it's hard to accept! #notmygovernment #GE2019",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"How I feel going into work today 
#devastated
#notmygovernment https://t.co/fgWJ4AE3BX",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"everyone who voted for this is fully welcome to pay for all of my mum's cancer treatment

#notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"So to sum up. Lying is ok, racism, homophobia, bigotry, islamaphobia and anti semitism is ok as long as it's in your party and the deaths of thousands of homeless mean nothing because Brexit means Brexit and this time its definitely gonna happen  #notmygovernment https://t.co/f6GnNBPTbB",0
"Disgusting ppl think Tories are anti-racist. That's what happens when the media spends more time attacking the Opposition than the government. 

#NotMyPrimeMinister #notmygovernment",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
#notmygovernment If you voted for Conservatives then you are responsible for the injustice that the grenfell victims have received and you’re disgusting.,0
"Probably too soon.

#notmygovernment https://t.co/A1iTEw5EgM",0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"good to know racism is more important than free healthcare to the brits,, y'all really fucked up on this one #notmygovernment",0
Cancelling #jellybellyfriday and going straight back to bed ?? it’s a crazy world... #notmygovernment ?? Friday the 13th! ?????? https://t.co/4buumjGcLE,0
"Unfortunately, #notmygovernment means nothing. It is your govt, like it or not, and it is the responsibility of this govt, to look at your interests irrespective of you voted for it or not.  #UKelection2019",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
"Sorry I can't come to work today, I woke up to the largest Tory majority since 87 and I'm walking into the sea. #notmygovernment",0
took this picture on wednesday. knew I’d get to use it today. me @ britain. #notmygovernment https://t.co/o0AHqid3Ua,0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"So to sum up. Lying is ok, racism, homophobia, bigotry, islamaphobia and anti semitism is ok as long as it's in your party and the deaths of thousands of homeless mean nothing because Brexit means Brexit and this time its definitely gonna happen  #notmygovernment https://t.co/f6GnNBPTbB",0
"A quick idea for today to help those that need help. https://t.co/83zgAgmjiM Find your local food bank and fill it. Let's show compassion still exists and that no matter what we care for those who some don't care about. 

#notmygovernment",0
"@paulmasonnews Enjoyed your piece. This is a mature, considered way for Labour to move forward. An alliance of the left and centre is essential to move forward. The nod that Corby had a wall of around him is too late however. We will pay that price now #notmygovernment  #GeneralElection2019",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",0
A big fuck you to everyone who voted Tory yesterday you've well and truly fucked the country and for what?! This is the worst news to wake up to every #notmygovernment,0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
long after jeremy steps down i want to hear all of you still screaming the chant for him at festivals and concerts etc. #notmygovernment,0
Don't know what the #notmygovernment lefties are worried about. The Tory manifesto is the most left-wing I've seen. They ain't no conservatives. Britain has never known a right-wing government even the vilified 'Fatcha' kept the NHS in place. How far left do you need to be??,0
Yes. Definitely! #notmygovernment #ToryCutsKill https://t.co/Ovf2VblgNt,0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The majority in the UK voted for  #Remain parties, Guy :  FPTP meant that the seats won &amp; lost do not reflect the votes cast.  We are still here - this is #notmygovernment https://t.co/QDjRI05qHA",0
#notmygovernment You know what all you Brexit lovers can do with the word Brexit don't you! Well done for ruining our country. https://t.co/G0VWAefJ90,0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
"If you *really* hated the Tory Government, you'd refuse to pay any taxes or take a penny from them in welfare benefits, right?

#notmygovernment",0
"To anyone who voted #Conservatives, I hope that your sovereignty tastes sweeter than the meals millions of families can’t afford to put on their tables. And I hope the price you paid for brexit is better than the price you’ll pay for medicine and treatment. #notmygovernment",0
"I see that #notmygovernment is trending.

It actually is your government. Much as you fascists and corbynista bully boys would want otherwise, this is a democracy and you lost.
Like badly.
Really badly.

What is it with Corbyn's kids and the basic rules of our society?",0
"Can’t wait to meet my 50,000 new colleagues! ?? #HandsOffOurNHS #50000MoreNurses #FridayThe13th #ElectionResult2019 #NotMyGovernment",0
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,0
